Movie_ID,title,year,rating,rating_count,genre,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Mystery,Talk-Show,War,Film-Noir,Game-Show,History,Horror,Music,Musical,Reality-TV,News,Romance,Sci-Fi,Sport,Thriller,Western
497,Loving Vincent ,2017,7.8,47182,"Animation,Biography,Crime,22 September 2017 (USA)
",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,The Hurricane ,1999,7.6,89535,"Biography,Drama,Sport,14 January 2000 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
499,The Book Thief ,2013,7.6,124420,"Drama,War,27 November 2013 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
500,Anna and the King ,1999,6.7,35117,"Drama,History,Romance,17 December 1999 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
501,The Ides of March ,2011,7.1,211701,"Drama,Thriller,7 October 2011 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
502,Frida ,2002,7.4,78662,"Biography,Drama,Romance,22 November 2002 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
503,Lars and the Real Girl ,2007,7.3,135697,"Comedy,Drama,Romance,2 November 2007 (USA)
",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
504,Mary Shelley's Frankenstein ,1994,6.4,49907,"Drama,Horror,Romance,4 November 1994 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
505,Letters from Iwo Jima ,2006,7.9,151219,"Action,Adventure,Drama,2 February 2007 (USA)
",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,Breakthrough ,2019,6.2,7432,"Biography,Drama,17 April 2019 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,20th Century Women ,2016,7.3,37592,"Comedy,Drama,20 January 2017 (USA)
",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,Awakenings ,1990,7.8,119283,"Biography,Drama,11 January 1991 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,The Remains of the Day ,1993,7.8,63161,"Drama,Romance,19 November 1993 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
510,A Little Princess ,1995,7.7,31138,"Drama,Family,Fantasy,19 May 1995 (USA)
",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,The Constant Gardener ,2005,7.4,129685,"Drama,Mystery,Romance,31 August 2005 (USA)
",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
512,The Player ,1992,7.5,52671,"Comedy,Crime,Drama,8 May 1992 (USA)
",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,The Squid and the Whale ,2005,7.3,75406,"Comedy,Drama,16 December 2005 (USA)
",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,The Boxtrolls ,2014,6.8,53129,"Animation,Adventure,Comedy,26 September 2014 (USA)
",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Dave ,1993,6.8,47719,"Comedy,Romance,7 May 1993 (USA)
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
516,The Last King of Scotland ,2006,7.7,171750,"Biography,Drama,History,19 January 2007 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
517,Jackie ,2016,6.7,70741,"Biography,Drama,History,2 December 2016 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
518,Hellboy II: The Golden Army ,2008,7.0,251195,"Action,Adventure,Fantasy,11 July 2008 (USA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,Australia ,2008,6.6,117352,"Adventure,Comedy,Drama,26 November 2008 (USA)
",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,21 Grams ,2003,7.7,220127,"Crime,Drama,Thriller,16 January 2004 (USA)
",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
521,The New World ,2005,6.7,81364,"Biography,Drama,History,20 January 2006 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
522,Animal Kingdom ,2010,7.3,53593,"Crime,Drama,3 June 2010 (Australia)
",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,Jane Eyre ,2011,7.3,78854,"Drama,Romance,22 April 2011 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
524,Dancer in the Dark ,2000,8.0,99192,"Crime,Drama,Musical,6 October 2000 (USA)
",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
525,The Black Dahlia ,2006,5.6,70320,"Crime,Drama,Mystery,15 September 2006 (USA)
",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,Corpus Christi ,2019,7.6,7377,"Drama,28 February 2020 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,Out of Sight ,1998,7.0,82917,"Comedy,Crime,Drama,26 June 1998 (USA)
",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,Milk ,2008,7.5,161453,"Biography,Drama,30 January 2009 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,Across the Universe ,2007,7.3,104549,"Drama,Fantasy,History,12 October 2007 (USA)
",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
530,Space Cowboys ,2000,6.4,71835,"Action,Adventure,Thriller,4 August 2000 (USA)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
531,Capote ,2005,7.3,122386,"Biography,Crime,Drama,3 February 2006 (USA)
",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,At Eternity's Gate ,2018,6.9,25213,"Biography,Drama,18 April 2019 (Germany)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,Star Trek VI: The Undiscovered Country ,1991,7.2,68335,"Action,Adventure,Sci-Fi,6 December 1991 (USA)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
534,Heavenly Creatures ,1994,7.3,57785,"Biography,Crime,Drama,12 January 1995 (Germany)
",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,Life ,1999,6.8,44307,"Comedy,Crime,Drama,16 April 1999 (USA)
",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,What Dreams May Come ,1998,7.1,100079,"Drama,Fantasy,Romance,2 October 1998 (USA)
",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
537,The American President ,1995,6.8,50303,"Comedy,Drama,Romance,17 November 1995 (USA)
",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
538,Hotel Rwanda ,2004,8.1,326918,"Biography,Drama,History,4 February 2005 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
539,Memoirs of a Geisha ,2005,7.4,135707,"Drama,Romance,23 December 2005 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
540,The Muppets ,2011,7.1,85552,"Adventure,Comedy,Family,23 November 2011 (USA)
",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Elizabeth: The Golden Age ,2007,6.8,65353,"Biography,Drama,History,12 October 2007 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
542,DragonHeart ,1996,6.5,89484,"Action,Adventure,Fantasy,31 May 1996 (USA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,Julie & Julia ,2009,7.0,103682,"Biography,Drama,Romance,7 August 2009 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
544,Patch Adams ,1998,6.8,100773,"Biography,Comedy,Drama,25 December 1998 (USA)
",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,How to Train Your Dragon 2 ,2014,7.8,295965,"Animation,Action,Adventure,13 June 2014 (USA)
",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,Glengarry Glen Ross ,1992,7.7,92936,"Crime,Drama,Mystery,2 October 1992 (USA)
",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,The Croods ,2013,7.2,185249,"Animation,Action,Adventure,22 March 2013 (USA)
",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,Ferdinand ,2017,6.7,45620,"Animation,Adventure,Comedy,15 December 2017 (USA)
",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,August: Osage County ,2013,7.2,82696,"Comedy,Drama,10 January 2014 (USA)
",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,Precious ,2009,7.3,103549,"Drama,20 November 2009 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,Stuart Little ,1999,5.9,122355,"Adventure,Comedy,Family,17 December 1999 (USA)
",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,Sexy Beast ,2000,7.3,53346,"Crime,Drama,Thriller,13 July 2001 (USA)
",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
553,Shark Tale ,2004,6.0,162650,"Animation,Adventure,Comedy,1 October 2004 (USA)
",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,Cinderella Man ,2005,8.0,172470,"Biography,Drama,History,3 June 2005 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
555,Election ,1999,7.2,87222,"Comedy,Drama,Romance,7 May 1999 (USA)
",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
556,Something's Gotta Give ,2003,6.7,109076,"Comedy,Drama,Romance,12 December 2003 (USA)
",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
557,The Insider ,1999,7.8,155915,"Biography,Drama,Thriller,5 November 1999 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
558,The Bridges of Madison County ,1995,7.6,70260,"Drama,Romance,2 June 1995 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
559,I Am Sam ,2001,7.7,140401,"Drama,25 January 2002 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,Days of Thunder ,1990,6.0,76375,"Action,Drama,Sport,27 June 1990 (USA)
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
561,Shakespeare in Love ,1998,7.1,209638,"Comedy,Drama,History,8 January 1999 (USA)
",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
562,The Prince of Egypt ,1998,7.1,114694,"Animation,Adventure,Drama,18 December 1998 (USA)
",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,My Best Friend's Wedding ,1997,6.3,124710,"Comedy,Drama,Romance,20 June 1997 (USA)
",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
564,War Horse ,2011,7.2,143114,"Action,Adventure,Drama,25 December 2011 (USA)
",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,Missing Link ,2019,6.7,19124,"Animation,Adventure,Comedy,12 April 2019 (USA)
",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,The Wind Rises ,2013,7.8,68485,"Animation,Biography,Drama,21 February 2014 (USA)
",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,Corpse Bride ,2005,7.3,235430,"Animation,Drama,Family,23 September 2005 (USA)
",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,Emma ,1996,6.6,34899,"Comedy,Drama,Romance,30 August 1996 (USA)
",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
569,Ghost World ,2001,7.3,110941,"Comedy,Drama,21 September 2001 (USA)
",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,Border ,2018,7.0,21534,"Crime,Drama,Fantasy,26 October 2018 (USA)
",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,The Piano ,1993,7.6,76758,"Drama,Music,Romance,11 February 1994 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
572,Dreamgirls ,2006,6.5,67068,"Drama,Music,Musical,25 December 2006 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
573,The Duchess ,2008,6.9,76365,"Biography,Drama,History,10 October 2008 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
574,The Lego Movie ,2014,7.7,317440,"Animation,Action,Adventure,7 February 2014 (USA)
",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,Sideways ,2004,7.5,175868,"Comedy,Drama,Romance,21 January 2005 (USA)
",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
576,Rise of the Planet of the Apes ,2011,7.6,488189,"Action,Drama,Sci-Fi,5 August 2011 (USA)
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
577,The Adventures of Tintin ,2011,7.3,211733,"Animation,Action,Adventure,21 December 2011 (USA)
",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,The Firm ,1993,6.8,113159,"Drama,Mystery,Thriller,30 June 1993 (USA)
",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
579,The Illusionist ,2006,7.6,348716,"Drama,Fantasy,History,1 September 2006 (USA)
",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
580,Little Children ,2006,7.5,103243,"Comedy,Drama,Romance,9 February 2007 (USA)
",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
581,Margin Call ,2011,7.1,112869,"Drama,Thriller,29 September 2011 (Germany)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
582,Unstoppable ,2010,6.8,180447,"Action,Thriller,12 November 2010 (USA)
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
583,Before Sunset ,2004,8.0,225410,"Drama,Romance,30 July 2004 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
584,JFK ,1991,8.0,137140,"Drama,History,Thriller,20 December 1991 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
585,The Lone Ranger ,2013,6.4,216752,"Action,Adventure,Western,3 July 2013 (USA)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
586,Marie Antoinette ,2006,6.4,97684,"Biography,Drama,History,20 October 2006 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
587,Boys Don't Cry ,1999,7.5,90401,"Biography,Crime,Drama,31 March 2000 (USA)
",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,Clear and Present Danger ,1994,6.9,86633,"Action,Crime,Drama,3 August 1994 (USA)
",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,The Bodyguard ,1992,6.3,115083,"Action,Drama,Music,25 November 1992 (USA)
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
590,Christopher Robin ,2018,7.3,64624,"Comedy,Drama,Family,3 August 2018 (USA)
",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,Adaptation. ,2002,7.7,172391,"Comedy,Drama,14 February 2003 (USA)
",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,Klaus ,2019,8.2,70802,"Animation,Adventure,Comedy,15 November 2019 (USA)
",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,Fences ,2016,7.2,94216,"Drama,25 December 2016 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,Before Midnight ,2013,7.9,134290,"Drama,Romance,14 June 2013 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
595,Ice Age ,2002,7.5,428006,"Animation,Adventure,Comedy,15 March 2002 (USA)
",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,Pleasantville ,1998,7.5,118826,"Comedy,Drama,Fantasy,23 October 1998 (USA)
",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,In the Line of Fire ,1993,7.2,89574,"Action,Crime,Drama,9 July 1993 (USA)
",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,City Slickers ,1991,6.7,46641,"Comedy,Western,7 June 1991 (USA)
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
599,The Golden Compass ,2007,6.1,175740,"Adventure,Family,Fantasy,7 December 2007 (USA)
",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,Master and Commander: The Far Side of the World ,2003,7.4,196660,"Action,Adventure,Drama,14 November 2003 (USA)
",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,The Perfect Storm ,2000,6.4,152693,"Action,Adventure,Drama,30 June 2000 (USA)
",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,Geronimo: An American Legend ,1993,6.5,8659,"Drama,History,Western,10 December 1993 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
603,"Roman J. Israel, Esq. ",2017,6.5,29725,"Crime,Drama,Thriller,22 November 2017 (USA)
",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
604,The Imaginarium of Doctor Parnassus ,2009,6.8,142285,"Adventure,Comedy,Fantasy,8 January 2010 (USA)
",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,Snow White and the Huntsman ,2012,6.1,267486,"Action,Adventure,Drama,1 June 2012 (USA)
",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,Wild ,2014,7.1,116471,"Biography,Drama,19 December 2014 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,Charlie Wilson's War ,2007,7.0,107609,"Biography,Comedy,Drama,21 December 2007 (USA)
",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,Wyatt Earp ,1994,6.7,44172,"Adventure,Biography,Crime,24 June 1994 (USA)
",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,Elizabeth ,1998,7.4,90456,"Biography,Drama,History,19 February 1999 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
610,Chocolat ,2000,7.2,174346,"Drama,Romance,19 January 2001 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
611,Foxcatcher ,2014,7.0,131451,"Biography,Drama,Sport,16 January 2015 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
612,127 Hours ,2010,7.6,339771,"Biography,Drama,28 January 2011 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,All the Money in the World ,2017,6.8,69699,"Biography,Crime,Drama,25 December 2017 (USA)
",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,Mirror Mirror ,2012,5.6,82344,"Adventure,Comedy,Drama,30 March 2012 (USA)
",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,Gone Baby Gone ,2007,7.6,243762,"Crime,Drama,Mystery,19 October 2007 (USA)
",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,Ali ,2001,6.8,91410,"Biography,Drama,Sport,25 December 2001 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
617,About a Boy ,2002,7.0,167765,"Comedy,Drama,Romance,17 May 2002 (USA)
",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
618,The Reader ,2008,7.6,225934,"Drama,Romance,30 January 2009 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
619,Carol ,2015,7.2,110143,"Drama,Romance,15 January 2016 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
620,Tarzan ,1999,7.3,196236,"Animation,Adventure,Family,18 June 1999 (USA)
",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,A River Runs Through It ,1992,7.2,51889,"Drama,30 October 1992 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,Leaving Las Vegas ,1995,7.5,111505,"Drama,Romance,9 February 1996 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
623,"I, Robot ",2004,7.1,487575,"Action,Drama,Sci-Fi,16 July 2004 (USA)
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
624,Donnie Brasco ,1997,7.7,268432,"Biography,Crime,Drama,28 February 1997 (USA)
",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,Boyhood ,2014,7.9,328601,"Drama,15 August 2014 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,The Cell ,2000,6.3,93218,"Horror,Sci-Fi,Thriller,18 August 2000 (USA)
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
627,Robin Hood: Prince of Thieves ,1991,6.9,173626,"Action,Adventure,Drama,14 June 1991 (USA)
",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,In the Name of the Father ,1993,8.1,150929,"Biography,Drama,25 February 1994 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,Addams Family Values ,1993,6.7,76143,"Comedy,Fantasy,19 November 1993 (USA)
",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,The English Patient ,1996,7.4,174099,"Drama,Romance,War,6 December 1996 (USA)
",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
631,Erin Brockovich ,2000,7.3,168976,"Biography,Drama,17 March 2000 (USA)
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,Vicky Cristina Barcelona ,2008,7.1,237382,"Comedy,Drama,Romance,15 August 2008 (USA)
",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
633,The Mask of Zorro ,1998,6.7,164784,"Action,Adventure,Comedy,17 July 1998 (USA)
",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,Kung Fu Panda ,2008,7.5,405840,"Animation,Action,Adventure,6 June 2008 (USA)
",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,A Serious Man ,2009,7.0,129190,"Comedy,Drama,6 November 2009 (USA)
",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,"The Adventures of Priscilla, Queen of the Desert ",1994,7.4,45206,"Comedy,Music,10 August 1994 (USA)
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
637,Cliffhanger ,1993,6.4,116583,"Action,Adventure,Thriller,28 May 1993 (USA)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
